Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
88221,605,AFC SUSHI @ KROGER #737,1060 CHINOE RD.,1,100,26-Mar-14,,NO
83286,605,AFC SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,1,100,6-Jun-13,,NO
83286,605,AFC SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,1,100,12-Dec-13,,NO
79573,605,AFC SUSHI @ KROGER #768,"1600 LEESTOWN ROAD, STE 150",1,97,1-Aug-13,  15  16,NO
79573,605,AFC SUSHI @ KROGER #768,"1600 LEESTOWN ROAD, STE 150",1,98,7-Feb-14,34,NO
77973,605,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,1,96,12-Nov-13,1,NO
77973,605,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,2,100,12-Nov-13,,NO
77973,605,AFC SUSHI @ KROGER 371,3650 BOSTON ROAD,1,100,9-May-14,,NO
89306,605,AFC SUSHI @ KROGER L-359,1650 BRYAN STATION ROAD,1,99,13-Sep-13,2,NO
89306,605,AFC SUSHI @ KROGER L-359,1650 BRYAN STATION ROAD,1,100,26-Mar-14,,NO
77812,605,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,1,100,19-Jun-13,,NO
77812,605,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,1,95,20-Dec-13,11,NO
77812,605,AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,2,100,20-Dec-13,,NO
89304,605,AFC SUSHI @ KROGER L-721,4750 HARTLAND PARKWAY,1,100,17-Sep-13,,NO
89304,605,AFC SUSHI @ KROGER L-721,4750 HARTLAND PARKWAY,1,100,13-Mar-14,,NO
82821,605,AFC SUSHI @ UKY001,800 ROSE STREET,1,100,31-Oct-13,,NO
82821,605,AFC SUSHI @ UKY001,800 ROSE STREET,1,100,27-Mar-14,,NO
69425,607,"AFRICAN CARIBBEAN MKT, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,1,100,6-Sep-13,,NO
69425,607,"AFRICAN CARIBBEAN MKT, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,1,99,12-Feb-14,31,NO
54921,605,AG NORTH DELI,1100 S LIMESTONE ST.,1,98,9-Oct-13,16,NO
54921,605,AG NORTH DELI,1100 S LIMESTONE ST.,1,97,14-Mar-14,  12  20,NO
93062,605,ALANNA'S HOUSE OF SOUL,207 S LIMESTONE,1,100,26-Mar-14,,NO
67013,605,ALFALFA RESTAURANT,141 E. MAIN,1,95,20-Nov-13,  12  15  19  32,NO
56249,605,"ALMOST HOME CHILDCARE, INC.",235 WALTON AVE,1,97,29-Jul-13,  12  18,NO
56249,605,"ALMOST HOME CHILDCARE, INC.",235 WALTON AVE,1,100,27-Jan-14,,NO
30745,605,AL'S BAR,601 NORTH LIMESTONE,1,96,20-Jun-13,  15  19  20  30,NO
30745,605,AL'S BAR,601 NORTH LIMESTONE,1,95,15-Nov-13,   8  26  30,NO
30745,605,AL'S BAR,601 NORTH LIMESTONE,1,95,9-May-14,  15  19  26  30,NO
42242,605,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,1,98,28-Jun-13,  15  20,NO
42242,605,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,1,95,5-Feb-14,3,NO
42242,605,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,2,100,5-Feb-14,,NO
89969,605,APIARY CATERING & EVENTS,218 W JEFFERSON ST,1,100,19-Sep-13,,NO
89969,605,APIARY CATERING & EVENTS,218 W JEFFERSON ST,1,100,20-Mar-14,,NO
85539,605,APOTHECARY CAFE,789 S LIMESTONE,1,100,30-Sep-13,,NO
85539,605,APOTHECARY CAFE,789 S LIMESTONE,1,99,7-Mar-14,20,NO
50075,605,APPLEBEE'S #105,910 BEAUMONT CENTRE PARKWAY,1,98,21-Oct-13,  31  32,NO
60544,605,APPLEBEE'S NEIGHBOR HOOD GRILL & BAR,1856 ALYSHEBA WAY,1,98,7-Feb-14,  19  31,NO
39671,605,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,4009 NICHOLASVILLE RD,1,96,30-Dec-13,   6  19  23,NO
71880,605,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,1,95,23-Dec-13,  19  20  27  30,NO
71880,605,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,1,95,8-Jan-14,  19  20  27  30,NO
76520,605,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2299 RICHMOND ROAD,1,91,24-Mar-14,  14  18  19  20  26  30,NO
76520,605,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2299 RICHMOND ROAD,2,94,24-Mar-14,  18  19  20  26  30,NO
68739,605,AQUAS CALIENTES SPORTS BAR & GRILL,1400 ALEXANDRIA DRIVE # 1,1,77,10-Oct-13,   1   2   8   9  11  15  18  19  20  27  31  34,YES
68739,605,AQUAS CALIENTES SPORTS BAR & GRILL,1400 ALEXANDRIA DRIVE # 1,2,91,21-Oct-13,   2   8   9  15  18  19  20,NO
68739,605,AQUAS CALIENTES SPORTS BAR & GRILL,1400 ALEXANDRIA DRIVE # 1,1,88,8-May-14,   3   8  15  16  19  31,NO
68739,605,AQUAS CALIENTES SPORTS BAR & GRILL,1400 ALEXANDRIA DRIVE # 1,2,93,8-May-14,   8  15  16  19  31,NO
30794,605,ARAMARK CAFETERIA, BLACKBURN CORR. COMPLEX,1,98,27-Jun-13,  15  19,NO
30794,605,ARAMARK CAFETERIA, BLACKBURN CORR. COMPLEX,1,98,26-Dec-13,  30  31,NO
31459,605,ARAMARK-BLDG 3/LEXMARK,740 NEW CIRCLE RD,1,100,30-Aug-13,,NO
31459,605,ARAMARK-BLDG 3/LEXMARK,740 NEW CIRCLE RD,1,96,22-Jan-14,  15  16  18,NO
36043,605,ARAMARK-BUILDING 32-35/LEXMARK,740 NEW CIRCLE RD  BLDGS 32-35,1,100,30-Aug-13,,NO
36043,605,ARAMARK-BUILDING 32-35/LEXMARK,740 NEW CIRCLE RD  BLDGS 32-35,1,99,22-Jan-14,15,NO
76790,605,ARBOR YOUTH SERVICES,536 W. THIRD STREET,1,100,24-Jul-13,,NO
76790,605,ARBOR YOUTH SERVICES,536 W. THIRD STREET,1,100,7-Jan-14,,NO
48387,605,ARBY'S,410 W. VINE ST.,1,83,8-Nov-13,   8  11  15  18  19  31  33  34,NO
48387,605,ARBY'S,410 W. VINE ST.,2,92,8-Nov-13,   8  15  18  19  31  34,NO
48387,605,ARBY'S,410 W. VINE ST.,1,97,16-May-14,  15  23  31,NO
48691,605,ARBY'S,3110 PIMLICO PKWY,1,99,24-Jun-13,19,NO
48691,605,ARBY'S,3110 PIMLICO PKWY,1,99,16-Dec-13,19,NO
54402,605,ARBY'S,5522 ATHENS-BOONESBORO ROAD,1,99,18-Jul-13,18,NO
54402,605,ARBY'S,5522 ATHENS-BOONESBORO ROAD,1,99,10-Jan-14,15,NO
49229,605,ARBY'S - PALOMAR,3745 HARRODSBURG RD,1,94,26-Nov-13,  13  15  23  31,NO
49229,605,ARBY'S - PALOMAR,3745 HARRODSBURG RD,2,97,5-Dec-13,  15  23  30,NO
30759,605,ARBY'S #1092,2649 RICHMOND RD,1,100,13-Sep-13,,NO
30759,605,ARBY'S #1092,2649 RICHMOND RD,1,96,27-Mar-14,  12  19  30,NO
30756,605,ARBY'S #1128, NORTH PARK SHOPPING CENTER,1,98,6-Nov-13,  15  19,NO
30756,605,ARBY'S #1128, NORTH PARK SHOPPING CENTER,1,97,30-Apr-14,  15  19  31,NO
30761,605,ARBY'S #1299,3261 NICHOLASVILLE RD,1,99,24-Jul-13,15,NO
30761,605,ARBY'S #1299,3261 NICHOLASVILLE RD,1,99,13-Jan-14,19,NO
30757,605,ARBY'S #1339,507 S LIMESTONE ST,1,99,12-Jul-13,30,NO
30757,605,ARBY'S #1339,507 S LIMESTONE ST,1,99,9-Jan-14,15,NO
30762,605,ARBY'S #159,212 SOUTHLAND DR,1,99,11-Nov-13,15,NO
30762,605,ARBY'S #159,212 SOUTHLAND DR,1,100,12-May-14,,NO
62651,605,ARBY'S #6911,1949 PLAUDIT PLACE,1,94,11-Dec-13,  11  19,NO
62651,605,ARBY'S #6911,1949 PLAUDIT PLACE,2,99,11-Dec-13,19,NO
30760,605,ARBY'S #784,1228 S BROADWAY,1,99,20-Jun-13,20,NO
30760,605,ARBY'S #784,1228 S BROADWAY,1,100,12-Dec-13,,NO
30758,605,ARBY'S OF LEXINGTON #1952,2270 ELKHORN DR,1,97,18-Oct-13,  29  30,NO
30758,605,ARBY'S OF LEXINGTON #1952,2270 ELKHORN DR,1,97,3-Apr-14,  29  30,NO
30763,605,ARBY'S RESTAURANT,3391 TATES CREEK RD,1,99,24-Oct-13,30,NO
30763,605,ARBY'S RESTAURANT,3391 TATES CREEK RD,1,95,15-Apr-14,  17  19,NO
30763,605,ARBY'S RESTAURANT,3391 TATES CREEK RD,2,99,15-Apr-14,19,NO
91858,605,ARCADIUM,574 N LIMESTONE,1,100,13-Jun-13,,NO
91858,605,ARCADIUM,574 N LIMESTONE,1,100,12-Dec-13,,NO
71289,605,ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,1,100,12-Sep-13,,NO
71289,605,ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,1,100,10-Mar-14,,NO
30904,605,ARIRANG GARDEN,109 MT TABOR RD,1,100,12-Jun-13,,NO
30904,605,ARIRANG GARDEN,109 MT TABOR RD,1,100,8-Nov-13,,NO
63815,605,ARLINGTON CHRISTIAN CHURCH,1206 N  LIMESTONE ST,1,100,25-Sep-13,,NO
63815,605,ARLINGTON CHRISTIAN CHURCH,1206 N  LIMESTONE ST,1,100,12-Mar-14,,NO
30764,605,ARLINGTON ELEMENTARY SCHOOL,928 N LIMESTONE ST,1,100,12-Sep-13,,NO
30764,605,ARLINGTON ELEMENTARY SCHOOL,928 N LIMESTONE ST,1,100,21-Feb-14,,NO
32210,605,AS DE OROS,1914 OXFORD CIRCLE,1,89,25-Jun-13,   4  15  26  28  31  32,YES
32210,605,AS DE OROS,1914 OXFORD CIRCLE,2,97,5-Jul-13,  15  31  32,NO
32210,605,AS DE OROS,1914 OXFORD CIRCLE,1,96,13-Dec-13,  19  23  31  32,NO
80512,605,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,1,100,24-Oct-13,,NO
80512,605,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,1,100,1-May-14,,NO
30767,605,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,1,94,5-Nov-13,  18  31  33,NO
30767,605,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,2,98,5-Nov-13,  18  31,NO
30767,605,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,1,96,21-Apr-14,1,YES
30767,605,ASHLAND CHEMICAL - LEXINGTON,3499 BLAZER PARKWAY,2,100,30-Apr-14,,NO
30766,605,ASHLAND ELEMENTARY SCHOOL,195 N ASHLAND AVE,1,99,23-Oct-13,20,NO
30766,605,ASHLAND ELEMENTARY SCHOOL,195 N ASHLAND AVE,1,100,27-Feb-14,,NO
30768,605,ASHLAND TERRACE,475 S ASHLAND AVE,1,100,12-Aug-13,,NO
30768,605,ASHLAND TERRACE,475 S ASHLAND AVE,1,100,30-Jan-14,,NO
71151,605,ASIA CAFE,"1600 LEESTOWN ROAD, SUITE 164",1,97,20-Nov-13,   8  19,NO
77498,605,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",1,94,30-Oct-13,   8  25,YES
77498,605,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",2,98,16-Dec-13,26,NO
77498,605,ASIAN CAFE,"3120 PIMLICO PKWY, STE. 184",1,97,28-Apr-14,   8  19,NO
43117,605,ASIAN TOO EXPRESS,3401 NICHOLASVILLE RD FC-10,1,95,12-Nov-13,  15  19  23  34,NO
43117,605,ASIAN TOO EXPRESS,3401 NICHOLASVILLE RD FC-10,1,95,12-May-14,   9  23  26,NO
50280,605,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",1,86,14-Nov-13,   8  14  15  18  19  20  26  30  31  32,YES
50280,605,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",1,86,25-Nov-13,   6   8  15  17  19  20  30  34,NO
50280,605,ASIAN WIND RESTAURANT,"3735 PALOMAR CTR. DR., STE 40",2,91,25-Nov-13,   6   8  15  17  19  20  34,NO
78050,605,ASIANA CUISINE ENTERPRISES,3387 TATES CREEK RD.,1,100,28-Jun-13,,NO
78050,605,ASIANA CUISINE ENTERPRISES,3387 TATES CREEK RD.,1,100,26-Dec-13,,NO
71975,605,ASUKA GRILL & SHUSHI,2300 SIR BARTON WAY  #110,1,97,1-Apr-14,   8  18,NO
38315,605,ATHENIAN GRILL,313 S ASHLAND AVE,2,100,6-Nov-13,,NO
